이름,차량번호,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),클러스터,유사도
올 뉴 카니발  디젤 9인승  럭셔리,차량번호 13마4847,15,205168.0,디젤,2199.0,하늘색,만료,7100000,23,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,"801,600",0.0,0,3,0.06531716468091887
더 뉴 카니발   디젤 9인승 럭셔리   ,차량번호 289노5176,20,48000.0,디젤,2199.0,흰색,불가,20400000,64,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.06531716468091887
올 뉴 카니발  디젤 9인승 럭셔리,차량번호 39부2601,15,176146.0,디젤,2199.0,하늘색,만료,7590000,25,1,1,1,1,1,1,1,1,1,1,1,5.0,0.0,0.0,0.0,0.0,1.0,"102,000",3.0,"1,919,272",3,0.06531716468091887
올 뉴 카니발  디젤 9인승 럭셔리,차량번호 11로9802,16,154000.0,디젤,2199.0,흰색,만료,11700000,39,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"1,578,748",3,0.06531716468091887
올 뉴 카니발  디젤 9인승  럭셔리,차량번호 29다0570,16,171286.0,디젤,2199.0,흰색,만료,10500000,35,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,0.0,2.0,"1,540,169",1.0,"450,930",3,0.06531716468091887
올 뉴 카니발  디젤 9인승  럭셔리,차량번호 13마4847,15,205168.0,디젤,2199.0,하늘색,만료,7100000,23,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,"801,600",0.0,0,3,0.06531716468091887
올 뉴 카니발  디젤 9인승  럭셔리,차량번호 13마4847,15,205168.0,디젤,2199.0,하늘색,만료,7100000,23,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,0.0,0.0,0.0,1.0,"801,600",0.0,0,3,0.06531716468091887
카니발 4세대  디젤 9인승 노블레스,차량번호 153러7791,21,89500.0,디젤,2151.0,검정색,불가,33000000,88,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.06503060274394616
카니발 4세대  디젤 9인승  노블레스,차량번호 200호5149,24,30000.0,디젤,2151.0,흰색,"60개월 / 100,000km",5000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2.0,"979,348",0.0,0,3,0.06503060274394616
카니발 4세대  디젤 9인승  노블레스,차량번호 355우5361,21,72000.0,디젤,2151.0,흰색,"60개월 / 100,000km",31500000,84,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,3.0,"2,408,767",1.0,"724,519",3,0.06503060274394616
카니발 4세대  디젤 9인승  노블레스,차량번호 200호5149,24,30000.0,디젤,2151.0,흰색,"60개월 / 100,000km",5000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2.0,"979,348",0.0,0,3,0.06503060274394616
카니발 4세대  디젤 9인승  노블레스,차량번호 355우5361,21,72000.0,디젤,2151.0,흰색,"60개월 / 100,000km",31500000,84,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,3.0,"2,408,767",1.0,"724,519",3,0.06503060274394616
카니발 4세대  디젤 9인승 하이리무진  시그니처,차량번호 181보4589,22,35802.0,디젤,2151.0,검정색,"60개월 / 100,000km",48800000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.06453893607156463
카니발 4세대  디젤 9인승 하이리무진  시그니처,차량번호 195호5447,24,23402.0,디젤,2151.0,검정색,"60개월 / 100,000km",1500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.06453893607156463
카니발 4세대  디젤 9인승 하이리무진  시그니처,차량번호 195호5447,24,23402.0,디젤,2151.0,검정색,"60개월 / 100,000km",1500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.06453893607156463
더 뉴 카니발 4세대   터보 HEV 하이리무진  -   ,차량번호 번호판없음,25,6.0,가솔린 하이브리드,1598.0,흰색,"60개월 / 100,000km",90000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.06418823671378236
더 뉴 카니발 4세대   터보 HEV 하이리무진  -   ,차량번호 번호판없음,26,29.0,가솔린 하이브리드,1598.0,진회색 (세라믹 실버),"60개월 / 100,000km",73000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.06418823671378236
더 뉴 카니발 4세대   터보 HEV 하이리무진  -   ,차량번호 376보1186,25,246.0,가솔린 하이브리드,1598.0,검정색,"60개월 / 100,000km",77000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.06418823671378236
더 뉴 카니발 4세대   터보 HEV 하이리무진  -   ,차량번호 번호판없음,26,267.0,가솔린 하이브리드,1598.0,검정색,"60개월 / 100,000km",85000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.06418823671378236
더 뉴 카니발 4세대   터보 HEV 하이리무진  -   ,차량번호 376보1186,25,246.0,가솔린 하이브리드,1598.0,검정색,"60개월 / 100,000km",77000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.06418823671378236
카니발 4세대   디젤 9인승 시그니처   ,차량번호 126노4544,24,39414.0,디젤,2151.0,진회색,"60개월 / 100,000km",39500000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,1.0,"1,490,543",0.0,0,3,0.06418294252948611
카니발 4세대  디젤 9인승 시그니처,차량번호 221하2542,24,22000.0,디젤,2151.0,흰색,"60개월 / 100,000km",4000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.06418294252948611
카니발 4세대  디젤 9인승 시그니처,차량번호 228소7380,24,50000.0,디젤,2151.0,흰색,"60개월 / 100,000km",38500000,,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.06418294252948611
카니발 4세대  디젤 9인승 시그니처,차량번호 221하2542,24,22000.0,디젤,2151.0,흰색,"60개월 / 100,000km",4000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.06418294252948611
더 뉴 카니발 4세대  가솔린 9인승 프레스티지,차량번호 109호3464,25,20.0,가솔린,3470.0,흰색,"60개월 / 100,000km",3500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.06367764742246067
더 뉴 카니발 4세대  가솔린 9인승 프레스티지,차량번호 109호3464,25,20.0,가솔린,3470.0,흰색,"60개월 / 100,000km",3500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.06367764742246067
더 뉴 카니발  디젤 9인승 하이리무진 노블레스 스페셜,차량번호 199다4127,20,48959.0,디젤,2199.0,검정색,"60개월 / 100,000km",31500000,56,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0614957204171163
더 뉴 카니발  디젤 9인승 하이리무진 노블레스 스페셜,차량번호 21우1830,20,74248.0,디젤,2199.0,검정색,만료,29200000,52,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"583,724",3,0.0614957204171163
더 뉴 카니발  디젤 9인승 하이리무진  노블레스 스페셜,차량번호 63주3927,19,48098.0,디젤,2199.0,흰색,만료,32800000,58,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"1,843,329",0.0,0,3,0.0614957204171163
더 뉴 카니발  디젤 9인승 하이리무진 노블레스 스페셜,차량번호 242구2336,20,58233.0,디젤,2199.0,검정색,만료,31700000,56,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,"379,960",0.0,0,3,0.0614957204171163
더 뉴 카니발   디젤 9인승 하이리무진 노블레스 스페셜  ,차량번호 29수2929,20,101000.0,디젤,2199.0,흰색,불가,29500000,52,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0614957204171163
더 뉴 카니발   디젤 9인승 하이리무진 노블레스 스페셜  ,차량번호 29수2929,20,101000.0,디젤,2199.0,흰색,불가,29500000,52,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0614957204171163
쏘렌토 4세대  디젤   프레스티지,차량번호 329가8952,21,45337.0,디젤,2151.0,검정색,"60개월 / 100,000km",28600000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"1,048,270",2.0,"2,301,355",3,0.06067349020041015
쏘렌토 4세대 하이브리드  터보 HEV  노블레스,차량번호 142루3407,24,30340.0,가솔린 하이브리드,1598.0,검정색,"60개월 / 100,000km",38700000,,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.059908755435558896
쏘렌토 4세대 하이브리드  터보 HEV  노블레스,차량번호 236도8760,23,22704.0,가솔린 하이브리드,1598.0,흰색,"60개월 / 100,000km",41800000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.059908755435558896
쏘렌토 4세대 하이브리드  터보 HEV  노블레스,차량번호 195너8591,21,79093.0,가솔린 하이브리드,1598.0,흰색,"60개월 / 100,000km",32500000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.059908755435558896
쏘렌토 4세대 하이브리드  터보 HEV  노블레스,차량번호 256수7295,23,37526.0,가솔린 하이브리드,1598.0,흰색,"60개월 / 100,000km",37800000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.059908755435558896
쏘렌토 4세대 하이브리드  터보 HEV  노블레스,차량번호 171호7524,25,1200.0,가솔린 하이브리드,1598.0,검정색,"60개월 / 100,000km",300000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.059908755435558896
쏘렌토 4세대 하이브리드  터보 HEV  노블레스,차량번호 177호8126,25,1300.0,가솔린 하이브리드,1598.0,흰색,"60개월 / 100,000km",300000,소유,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.059908755435558896
카니발 4세대   디젤 하이리무진  -   ,차량번호 번호판없음,23,131.0,디젤,2151.0,검정색,"60개월 / 100,000km",89000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05973022136347526
더 뉴 카니발 4세대   디젤 하이리무진  -   ,차량번호 번호판없음,26,7.0,디젤,2151.0,검정색,"60개월 / 100,000km",65000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05973022136347526
더 뉴 카니발 4세대   디젤 하이리무진  -   ,차량번호 번호판없음,26,7.0,디젤,2151.0,검정색,"60개월 / 100,000km",65000000,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05973022136347526
올 뉴 카니발   디젤 9인승 하이리무진 노블레스   ,차량번호 207머8129,18,78000.0,디젤,2199.0,검정색,만료,25490000,45,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05958624262592992
올 뉴 카니발  디젤 9인승 하이리무진  노블레스,차량번호 63조0138,18,63044.0,디젤,2199.0,검정색,만료,24300000,43,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"1,746,150",0.0,0,3,0.05958624262592992
더 뉴 카니발 4세대  터보 HEV 7인승  노블레스,차량번호 109호3694,25,20.0,가솔린 하이브리드,1598.0,흰색,"60개월 / 100,000km",4000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.059494678637710824
더 뉴 카니발 4세대  터보 HEV 7인승  노블레스,차량번호 109호3694,25,20.0,가솔린 하이브리드,1598.0,흰색,"60개월 / 100,000km",4000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.059494678637710824
올 뉴 카니발  디젤 9인승 노블레스,차량번호 32수7783,15,205118.0,디젤,2199.0,진회색,만료,8900000,24,1,1,1,1,1,1,1,1,1,1,1,5.0,0.0,0.0,0.0,0.0,2.0,"1,380,653",0.0,0,3,0.05942175794314663
올 뉴 카니발  디젤 9인승 노블레스,차량번호 43오4262,16,265397.0,디젤,2199.0,흰색,만료,7600000,20,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05942175794314663
올 뉴 카니발  디젤 9인승 노블레스,차량번호 32수7783,15,205118.0,디젤,2199.0,진회색,만료,8900000,24,1,1,1,1,1,1,1,1,1,1,1,5.0,0.0,0.0,0.0,0.0,2.0,"1,380,653",0.0,0,3,0.05942175794314663
올 뉴 카니발  디젤 9인승 노블레스,차량번호 43오4262,16,265397.0,디젤,2199.0,흰색,만료,7600000,20,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05942175794314663
올 뉴 카니발  디젤 9인승 노블레스,차량번호 32수7783,15,205118.0,디젤,2199.0,진회색,만료,8900000,24,1,1,1,1,1,1,1,1,1,1,1,5.0,0.0,0.0,0.0,0.0,2.0,"1,380,653",0.0,0,3,0.05942175794314663
올 뉴 카니발  디젤 9인승 노블레스,차량번호 43오4262,16,265397.0,디젤,2199.0,흰색,만료,7600000,20,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05942175794314663
쏘렌토 4세대 하이브리드  터보 HEV  시그니처,차량번호 174호6770,25,2700.0,가솔린 하이브리드,1598.0,흰색,"60개월 / 100,000km",500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05923211257015072
디 올 뉴 그랜저 하이브리드  터보 HEV 프리미엄,차량번호 198호2780,24,12000.0,가솔린 하이브리드,1598.0,검정색,"60개월 / 100,000km",5000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0587662137868749
디 올 뉴 그랜저 하이브리드  터보 HEV 프리미엄,차량번호 198호2780,24,12000.0,가솔린 하이브리드,1598.0,검정색,"60개월 / 100,000km",5000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.0587662137868749
더 뉴 쏘렌토 4세대  가솔린 터보  노블레스,차량번호 109호3627,25,20.0,가솔린,2497.0,검정색,"60개월 / 100,000km",3500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05815615828737952
더 뉴 쏘렌토 4세대  가솔린 터보  노블레스,차량번호 109호3627,25,20.0,가솔린,2497.0,검정색,"60개월 / 100,000km",3500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05815615828737952
레이   터보 프레스티지   ,차량번호 18보0276,17,55591.0,가솔린,998.0,검정색,불가,10900000,68,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05722628489163625
레이   터보 프레스티지  ,차량번호 389더5634,15,116415.0,가솔린,998.0,검정색,불가,8800000,55,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05722628489163625
레이   터보 프레스티지   ,차량번호 18보0276,17,55591.0,가솔린,998.0,검정색,불가,10900000,68,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05722628489163625
레이   터보 프레스티지   ,차량번호 18보0276,17,55591.0,가솔린,998.0,검정색,불가,10900000,68,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05722628489163625
카니발 4세대  가솔린 9인승 하이리무진  시그니처,차량번호 122노9262,22,48415.0,가솔린,3470.0,검정색,"60개월 / 100,000km",42900000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05647311475615396
카니발 4세대  가솔린 9인승 하이리무진 시그니처,차량번호 198저1386,23,29422.0,가솔린,3470.0,검정색,"60개월 / 100,000km",48990000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05647311475615396
카니발 4세대  가솔린 9인승 하이리무진  시그니처,차량번호 224호6426,25,2500.0,가솔린 하이브리드,1598.0,검정색,"60개월 / 100,000km",1000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05647311475615396
카니발 4세대  가솔린 9인승 하이리무진 시그니처,차량번호 152주2544,22,36622.0,가솔린,3470.0,검정색,불가,45300000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,3.0,"3,079,180",0.0,0,3,0.05647311475615396
카니발 4세대  가솔린 9인승 하이리무진 시그니처,차량번호 131부7709,21,23483.0,가솔린,3470.0,검정색,"60개월 / 100,000km",44900000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"286,150",3,0.05647311475615396
카니발 4세대  가솔린 9인승 하이리무진 시그니처,차량번호 283머2344,22,1156000.0,가솔린,3470.0,흰색,불가,40000000,,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2.0,"3,217,662",0.0,0,3,0.05647311475615396
카니발 4세대  가솔린 9인승 하이리무진 시그니처,차량번호 283머2344,22,1156000.0,가솔린,3470.0,흰색,불가,40000000,,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2.0,"3,217,662",0.0,0,3,0.05647311475615396
더 뉴 싼타페 하이브리드  터보 HEV  프레스티지 5인승,차량번호 203노8440,23,11708.0,가솔린 하이브리드,1598.0,검정색,"60개월 / 100,000km",34500000,92,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"1,718,050",3,0.055913926057776744
더 뉴 싼타페 하이브리드   터보 HEV  프레스티지 5인승   ,차량번호 196모8039,22,66366.0,가솔린 하이브리드,1598.0,흰색,"60개월 / 100,000km",34990000,93,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,3,0.055913926057776744
카니발 4세대  가솔린 9인승 노블레스,차량번호 205오3085,24,43280.0,가솔린,3470.0,흰색,"60개월 / 100,000km",33200000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,2.0,"803,404",0.0,0,3,0.05554969318949868
더 뉴 카니발 4세대  가솔린 9인승 노블레스,차량번호 175허7700,24,7000.0,가솔린,3470.0,진회색,"60개월 / 100,000km",33970000,소유,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05554969318949868
더 뉴 카니발 4세대   가솔린 9인승 노블레스   ,차량번호 175서2711,25,5.0,가솔린,3470.0,검정색,"60개월 / 100,000km",38000000,97,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05554969318949868
더 뉴 카니발 4세대  가솔린 9인승 노블레스,차량번호 175허7700,24,7000.0,가솔린,3470.0,진회색,"60개월 / 100,000km",33970000,소유,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05554969318949868
더 뉴 카니발 4세대   가솔린 9인승 노블레스   ,차량번호 175서2711,25,5.0,가솔린,3470.0,검정색,"60개월 / 100,000km",38000000,97,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05554969318949868
더 뉴 카니발 4세대   가솔린 9인승 노블레스   ,차량번호 175서2711,25,5.0,가솔린,3470.0,검정색,"60개월 / 100,000km",38000000,97,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.05554969318949868
카니발 4세대  디젤 7인승 하이리무진  시그니처,차량번호 109호2971,24,55000.0,디젤,2151.0,흰색,"60개월 / 100,000km",3000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05540295065468274
카니발 4세대   디젤 7인승 하이리무진 시그니처,차량번호 306서3301,22,49739.0,디젤,2151.0,검정색,"60개월 / 100,000km",52000000,81,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05540295065468274
카니발 4세대  디젤 7인승 하이리무진  시그니처,차량번호 109호2971,24,55000.0,디젤,2151.0,흰색,"60개월 / 100,000km",3000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05540295065468274
카니발 4세대   디젤 7인승 하이리무진 시그니처,차량번호 306서3301,22,49739.0,디젤,2151.0,검정색,"60개월 / 100,000km",52000000,81,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05540295065468274
카니발 4세대   디젤 7인승 하이리무진 시그니처,차량번호 306서3301,22,49739.0,디젤,2151.0,검정색,"60개월 / 100,000km",52000000,81,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05540295065468274
디 올 뉴 싼타페  가솔린 터보  프레스티지,차량번호 109호3394,25,2500.0,가솔린,2497.0,흰색,"60개월 / 100,000km",3000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05509067125283235
디 올 뉴 싼타페  가솔린 터보  프레스티지,차량번호 109호3394,25,2500.0,가솔린,2497.0,흰색,"60개월 / 100,000km",3000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05509067125283235
디 올 뉴 싼타페 하이브리드   터보 HEV AWD 캘리그래피   ,차량번호 226두4662,25,3239.0,가솔린 하이브리드,1598.0,흰색 (크리미 화이트 펄),"60개월 / 100,000km",53160000,,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05482890560993867
더 뉴 싼타페 하이브리드   터보 HEV AWD 캘리그래피..,차량번호 130호5580,24,13000.0,가솔린 하이브리드,1598.0,갈색,"60개월 / 100,000km",16980000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05482890560993867
더 뉴 싼타페 하이브리드   터보 HEV AWD 캘리그래피..,차량번호 130호5580,24,13000.0,가솔린 하이브리드,1598.0,갈색,"60개월 / 100,000km",16980000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05482890560993867
카니발 4세대  가솔린 9인승 시그니처,차량번호 219누1026,21,62476.0,가솔린,3470.0,검정색,"60개월 / 100,000km",32600000,,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05479477938429803
카니발 4세대  가솔린 9인승  시그니처,차량번호 199하3710,25,2450.0,가솔린,3470.0,회색,"60개월 / 100,000km",1000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05479477938429803
카니발 4세대  가솔린 9인승 시그니처,차량번호 152하6348,23,39500.0,가솔린,3470.0,검정색,"60개월 / 100,000km",4000000,소유,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"692,330",3,0.05479477938429803
카니발 4세대  가솔린 9인승 시그니처,차량번호 175허1534,24,44000.0,가솔린,3470.0,흰색,"60개월 / 100,000km",12000000,소유,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,"512,319",0.0,0,3,0.05479477938429803
카니발 4세대  가솔린 9인승 시그니처,차량번호 153하1843,23,32500.0,가솔린,3470.0,기타색상,"60개월 / 100,000km",1000000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05479477938429803
카니발 4세대  가솔린 9인승 시그니처,차량번호 175허1534,24,44000.0,가솔린,3470.0,흰색,"60개월 / 100,000km",12000000,소유,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,"512,319",0.0,0,3,0.05479477938429803
올 뉴 쏘렌토  디젤   프레스티지,차량번호 14저6765,15,165000.0,디젤,1995.0,회색,만료,10090000,33,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05473644860401348
올 뉴 쏘렌토  디젤   프레스티지,차량번호 23서0469,17,147000.0,디젤,2199.0,흰색,만료,13800000,45,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"956,210",3,0.05473644860401348
올 뉴 쏘렌토  디젤   프레스티지,차량번호 14저6765,15,165000.0,디젤,1995.0,회색,만료,10090000,33,1,1,1,1,1,1,1,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05473644860401348
더 뉴 카니발 4세대  디젤 7인승 노블레스,차량번호 109호3669,25,20.0,디젤,2151.0,흰색,"60개월 / 100,000km",3500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05420636973203611
더 뉴 카니발 4세대  디젤 7인승 노블레스,차량번호 109호3748,25,20.0,디젤,2151.0,흰색,"60개월 / 100,000km",3500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05420636973203611
더 뉴 카니발 4세대  디젤 7인승 노블레스,차량번호 109호3669,25,20.0,디젤,2151.0,흰색,"60개월 / 100,000km",3500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05420636973203611
더 뉴 카니발 4세대  디젤 7인승 노블레스,차량번호 109호3748,25,20.0,디젤,2151.0,흰색,"60개월 / 100,000km",3500000,소유,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05420636973203611
더 뉴 카니발  가솔린 9인승 하이리무진 노블레스 스페셜,차량번호 49누8357,19,31196.0,가솔린,3342.0,검정색,만료,27990000,,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3,0.05373162978739704
더 뉴 카니발  가솔린 9인승 하이리무진 노블레스 스페셜,차량번호 23어5962,20,67130.0,가솔린,3342.0,검정색,만료,28590000,,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2.0,"2,440,441",1.0,"940,581",3,0.05373162978739704
